Match,Number of epochs,Learning rate,Node features,Dropout rate,Patience,Hidden dimension
3-4,200,0.0005,12,0.1,20,128,0.917792797088623,0.906562864780426,0.9121432304382324,0.9448542594909668,0.9345442652702332
