Match,Number of epochs,Learning rate,Node features,Dropout rate,Patience,Hidden dimension,Precision,Recall,F1 Score,Accuracy,AUROC
3-1,150,0.0005,10,0.3,15,28,0.9224522709846497,0.978045642375946,0.949435830116272,0.9102373719215393,0.7329906821250916
3-1,150,0.0005,10,0.3,15,64,0.9596773982048035,0.9733103513717651,0.966445803642273,0.9417656064033508,0.8593093156814575
3-1,150,0.0005,10,0.3,15,82,0.9642390012741089,0.951786458492279,0.9579722881317139,0.9280415177345276,0.865973711013794
3-1,150,0.0005,12,0.3,15,82,0.9716981053352356,0.9974516034126282,0.9844064116477966,0.9729493856430054,0.9123621582984924
=================GAT_HEAD EXPERIMENT 1 (4 HEADS) + 4=====================
3-1,150,0.0005,12,0.3,30,82,0.9787126183509827,0.9841998219490051,0.9814485311508179,0.9681500792503357,0.9284635186195374
=================NO IMPROVEMENT OVER ORIGINAL=====================
3-1,200,0.0005,12,0.3,30,82,0.9797877669334412,0.9882772564888,0.9840142130851746,0.9725130796432495,0.9335325360298157
