Match,Number of epochs,Learning rate,Node features,Dropout rate,Patience,Hidden dimension,Precision,Recall,F1 Score,Accuracy
multiclass,250,0.0008,12,0.2,30,256,0.936545729637146,0.9233594536781311,0.9292896389961243,0.9233594536781311
multiclass,250,0.0008,12,0.2,30,256,0.948002278804779,0.9355195164680481,0.9411738514900208,0.9355195164680481
multiclass,250,0.0001,12,0.2,30,256,0.9525817632675171,0.9559339880943298,0.9541196823120117,0.9559339880943298
multiclass,350,0.0001,12,0.2,30,256,0.9551345109939575,0.9445931911468506,0.9495377540588379,0.9445931911468506
multiclass,350,0.0001,10,0.2,30,256,0.9461381435394287,0.9367878437042236,0.941067636013031,0.9367878437042236
multiclass,350,0.0001,10,0.2,30,128,0.9546973705291748,0.946770191192627,0.9506083130836487,0.946770191192627
