Match,Number of epochs,Learning rate,Node features,Dropout rate,Patience,Hidden dimension,Precision,Recall,F1 Score,Accuracy
ensemble_GAT,250,0.0005,12,0.3,30,64,0.7493301630020142,0.7165143489837646,0.7069046497344971,0.7165143489837646
ensemble_GAT,250,0.0005,12,0.3,30,128,0.7990198731422424,0.7687645554542542,0.7801854610443115,0.7687645554542542
ensemble_GAT,250,0.0005,12,0.3,30,256,0.8100065588951111,0.767692506313324,0.7817205786705017,0.767692506313324
ensemble_GAT,250,0.0008,12,0.3,30,256,0.7358224391937256,0.6510022282600403,0.656832218170166,0.6510022282600403
ensemble_GAT,250,0.0005,12,0.15,30,256,0.7479743957519531,0.6844073534011841,0.6811916828155518,0.6844073534011841
