s25;[S3, L33, S4, L42, S5, L52, L53, Sw2, Sw3];s1;4.244296e-05

s26;[S3, L33, S4, L42, S5, Sw2, Sw3];s1;3.7221479999999995e-05
s26;[L52, L53];s13;5.221480000000001e-06
s26;[Sw1, I121, I131];s25;6.221480000000001e-06

s27;[S3, L33, S4, L42, S5, Sw2, Sw3];s1;3.7221479999999995e-05
s27;[L51];s11;2.6107400000000005e-06
s27;[L53];s28;2.6107400000000005e-06
s27;[Sw1];s12;1e-06
s27;[I121];s30;2.6107400000000005e-06
s27;[I131];s31;2.6107400000000005e-06
s27;[I231];s33;2.6107400000000005e-06

s28;[S3, L33, S4, L42, S5, L51, Sw1, Sw2, Sw3];s1;4.083221999999999e-05
s28;[I121, I131, I231];s29;7.83222e-06

s29;[S3, L33, S4, L42, S5, L51, Sw1, Sw2, Sw3, I131, I231];s1;4.6053699999999996e-05

s30;[S3, L33, S4, L42, S5, Sw2, Sw3, I231];s1;3.9832219999999996e-05
s30;[L51, Sw1, I131];s12;6.221480000000001e-06
s30;[L53];s29;2.6107400000000005e-06

s31;[S3, L33, S4, L42, S5, Sw2, Sw3];s1;3.7221479999999995e-05
s31;[L51, Sw1, I121];s12;6.221480000000001e-06
s31;[L53];s29;2.6107400000000005e-06
s31;[I231];s32;2.6107400000000005e-06

s32;[S3, L33, S4, L42, S5, L51, L53, Sw1, Sw2, Sw3, I121];s1;4.6053699999999996e-05

s33;[S3, L33, S4, L42, S5, Sw1, Sw2, Sw3, I121];s1;4.083221999999999e-05
s33;[L51];s13;2.6107400000000005e-06
s33;[L53];s29;2.6107400000000005e-06
s33;[I131];s32;2.6107400000000005e-06

s34;[S3, L33, S4, L42, S5, Sw2, Sw3];s1;3.7221479999999995e-05
s34;[L51, Sw1, I131];s24;6.221480000000001e-06
s34;[L52];s30;2.6107400000000005e-06
s34;[L53];s31;2.6107400000000005e-06
s34;[I231];s35;2.6107400000000005e-06

s35;[S3, L33, S4, L42, S5, L52, Sw2, Sw3];s1;3.9832219999999996e-05
s35;[L51, Sw1, I131];s25;6.221480000000001e-06
s35;[L53];s32;2.6107400000000005e-06

s36;[S3, L33, S4, L42, S5, Sw2, Sw3];s1;3.7221479999999995e-05
s36;[L51];s26;2.6107400000000005e-06
s36;[L52, L53];s33;5.221480000000001e-06
s36;[Sw1];s25;1e-06
s36;[I121, I131];s35;5.221480000000001e-06

s37;[S3, L33, S4, S5, Sw3];s1;3.3610739999999996e-05
s37;[L42, L52];s8;5.221480000000001e-06
s37;[L43, L53];s23;5.221480000000001e-06
s37;[Sw1, I121, I131];s38;6.221480000000001e-06
s37;[Sw2];s10;1e-06
s37;[I231];s40;2.6107400000000005e-06

s38;[S3, L33, S4, S5, Sw3];s1;3.3610739999999996e-05
s38;[L42, L52];s14;5.221480000000001e-06
s38;[L43, L53];s24;5.221480000000001e-06
s38;[Sw2];s10;1e-06
s38;[I231];s39;2.6107400000000005e-06

s39;[S3, L33, S4, S5, Sw3];s1;3.3610739999999996e-05
s39;[L42, L52, Sw2];s10;6.221480000000001e-06
s39;[L43, L53];s25;5.221480000000001e-06

s40;[S3, L33, S4, S5, Sw3];s1;3.3610739999999996e-05
s40;[L42, L52];s15;5.221480000000001e-06
s40;[L43, L53];s26;5.221480000000001e-06
s40;[Sw1, I121, I131];s39;6.221480000000001e-06
s40;[Sw2];s10;1e-06

s41;[S3, L33, S4, S5, Sw3];s1;3.3610739999999996e-05
s41;[L42, L51];s8;5.221480000000001e-06
s41;[L43, L53];s27;5.221480000000001e-06
s41;[Sw1, Sw2];s14;2e-06
s41;[I121];s42;2.6107400000000005e-06
s41;[I131, I231];s43;5.221480000000001e-06

s42;[S3, L33, S4, S5, Sw3];s1;3.3610739999999996e-05
s42;[L42, L51, Sw1, Sw2, I131, I231];s14;1.2442960000000003e-05
s42;[L43, L53];s30;5.221480000000001e-06

s43;[S3, L33, S4, S5, Sw3];s1;3.3610739999999996e-05
s43;[L42];s15;2.6107400000000005e-06
s43;[L43];s31;2.6107400000000005e-06
s43;[L51, Sw1, I121];s14;6.221480000000001e-06
s43;[L53];s33;2.6107400000000005e-06
s43;[Sw2];s10;1e-06
s43;[I231];s44;2.6107400000000005e-06

s44;[S3, L33, S4, S5, Sw3];s1;3.3610739999999996e-05
s44;[L42, L51, Sw1, Sw2, I121];s10;9.832220000000002e-06
s44;[L43, L53];s32;5.221480000000001e-06

s45;[S3, L33, S4, S5, Sw3];s1;3.3610739999999996e-05
s45;[L42];s16;2.6107400000000005e-06
s45;[L43, L52];s27;5.221480000000001e-06
s45;[L51];s23;2.6107400000000005e-06
s45;[Sw1];s24;1e-06
s45;[Sw2];s12;1e-06
s45;[I121];s46;2.6107400000000005e-06
s45;[I131];s48;2.6107400000000005e-06
s45;[I231];s50;2.6107400000000005e-06

s46;[S3, L33, S4, S5, Sw3];s1;3.3610739999999996e-05
s46;[L42];s17;2.6107400000000005e-06
s46;[L43];s31;2.6107400000000005e-06
s46;[L51, Sw1, I131];s24;6.221480000000001e-06
s46;[L52];s30;2.6107400000000005e-06
s46;[Sw2];s12;1e-06
s46;[I231];s47;2.6107400000000005e-06

s47;[S3, L33, S4, S5, Sw3];s1;3.3610739999999996e-05
s47;[L42, L52, Sw2];s12;6.221480000000001e-06
s47;[L43];s32;2.6107400000000005e-06
s47;[L51, Sw1, I131];s25;6.221480000000001e-06

s48;[S3, L33, S4, S5, Sw2, Sw3];s1;3.461073999999999e-05
s48;[L42];s18;2.6107400000000005e-06
s48;[L43];s30;2.6107400000000005e-06
s48;[L51, Sw1, I121];s24;6.221480000000001e-06
s48;[L52];s33;2.6107400000000005e-06
s48;[I231];s49;2.6107400000000005e-06

s49;[S3, L33, S4, L42, L43, S5, Sw2, Sw3];s1;3.9832219999999996e-05
s49;[L51, Sw1, I121];s25;6.221480000000001e-06
s49;[L52];s32;2.6107400000000005e-06

s50;[S3, L33, S4, S5, Sw3];s1;3.3610739999999996e-05
s50;[L42];s18;2.6107400000000005e-06
s50;[L43];s33;2.6107400000000005e-06
s50;[L51];s26;2.6107400000000005e-06
s50;[L52];s31;2.6107400000000005e-06
s50;[Sw1];s25;1e-06
s50;[Sw2];s12;1e-06
s50;[I121];s47;2.6107400000000005e-06
s50;[I131];s49;2.6107400000000005e-06

s51;[S3, L33, S4, S5, Sw3];s1;3.3610739999999996e-05
s51;[L42];s19;2.6107400000000005e-06
s51;[L43];s34;2.6107400000000005e-06
s51;[L51, Sw1, I131];s38;6.221480000000001e-06
s51;[L52];s42;2.6107400000000005e-06
s51;[L53];s46;2.6107400000000005e-06
s51;[Sw2];s14;1e-06
s51;[I231];s52;2.6107400000000005e-06

s52;[S3, L33, S4, S5, Sw3];s1;3.3610739999999996e-05
s52;[L42, L52, Sw2];s14;6.221480000000001e-06
s52;[L43];s35;2.6107400000000005e-06
s52;[L51, Sw1, I131];s39;6.221480000000001e-06
s52;[L53];s47;2.6107400000000005e-06

s53;[S3, L33, S4, S5, Sw3];s1;3.3610739999999996e-05
s53;[L42];s20;2.6107400000000005e-06
s53;[L43];s34;2.6107400000000005e-06
s53;[L51, Sw1, I121];s38;6.221480000000001e-06
s53;[L52];s43;2.6107400000000005e-06
s53;[L53];s48;2.6107400000000005e-06
s53;[Sw2];s10;1e-06
s53;[I231];s54;2.6107400000000005e-06

s54;[S3, L33, S4, S5, Sw3];s1;3.3610739999999996e-05
s54;[L42];s21;2.6107400000000005e-06
s54;[L43];s35;2.6107400000000005e-06
s54;[L51, Sw1, I121];s39;6.221480000000001e-06
s54;[L52];s44;2.6107400000000005e-06
s54;[L53];s49;2.6107400000000005e-06
s54;[Sw2];s10;1e-06

s55;[S3, L33, S4, S5, Sw3];s1;3.3610739999999996e-05
s55;[L42];s20;2.6107400000000005e-06
s55;[L43];s36;2.6107400000000005e-06
s55;[L51];s40;2.6107400000000005e-06
s55;[L52];s43;2.6107400000000005e-06
s55;[L53];s50;2.6107400000000005e-06
s55;[Sw1];s39;1e-06
s55;[Sw2];s14;1e-06
s55;[I121];s52;2.6107400000000005e-06
s55;[I131];s54;2.6107400000000005e-06

s56;[S3, L33, S4, S5, Sw3];s1;3.3610739999999996e-05
s56;[L41, L42];s22;5.221480000000001e-06
s56;[L51, L52];s45;5.221480000000001e-06
s56;[L53];s57;2.6107400000000005e-06
s56;[Sw1, Sw2];s24;2e-06
s56;[I121];s61;2.6107400000000005e-06
s56;[I131, I231];s64;5.221480000000001e-06

s57;[S3, L33, S4, S5, Sw3];s1;3.3610739999999996e-05
s57;[L41, L42, L51, L52];s27;1.0442960000000002e-05
s57;[Sw1, Sw2];s12;2e-06
s57;[I121];s58;2.6107400000000005e-06
s57;[I131, I231];s60;5.221480000000001e-06

s58;[S3, L33, S4, S5, Sw3];s1;3.3610739999999996e-05
s58;[L41, L42, L51, L52];s31;1.0442960000000002e-05
s58;[Sw1, Sw2];s12;2e-06
s58;[I131, I231];s59;5.221480000000001e-06

s59;[S3, L33, S4, S5, Sw2, Sw3, I231];s1;3.7221479999999995e-05
s59;[L41, L51, Sw1];s12;6.221480000000001e-06
s59;[L42, L52];s32;5.221480000000001e-06

s60;[S3, L33, S4, S5, Sw2, Sw3, I231];s1;3.7221479999999995e-05
s60;[L41, L51];s30;5.221480000000001e-06
s60;[L42, L52];s33;5.221480000000001e-06
s60;[Sw1];s12;1e-06
s60;[I121];s59;2.6107400000000005e-06

s61;[S3, L33, S4, S5, Sw3];s1;3.3610739999999996e-05
s61;[L41, L42];s34;5.221480000000001e-06
s61;[L51, L52];s46;5.221480000000001e-06
s61;[L53];s58;2.6107400000000005e-06
s61;[Sw1, Sw2];s24;2e-06
s61;[I131, I231];s62;5.221480000000001e-06

s62;[S3, L33, S4, S5, Sw3];s1;3.3610739999999996e-05
s62;[L41, L51, Sw1];s24;6.221480000000001e-06
s62;[L42];s35;2.6107400000000005e-06
s62;[L52];s47;2.6107400000000005e-06
s62;[L53];s59;2.6107400000000005e-06
s62;[Sw2];s25;1e-06
s62;[I231];s63;2.6107400000000005e-06

s63;[S3, L33, S4, S5, L53, Sw3];s1;3.622148e-05
s63;[L41, L42, L51, L52, Sw1, Sw2];s25;1.2442960000000003e-05

s64;[S3, L33, S4, S5, Sw3];s1;3.3610739999999996e-05
s64;[L41];s34;2.6107400000000005e-06
s64;[L42];s36;2.6107400000000005e-06
s64;[L51];s48;2.6107400000000005e-06
s64;[L52];s50;2.6107400000000005e-06
s64;[L53];s60;2.6107400000000005e-06
s64;[Sw1];s24;1e-06
s64;[Sw2];s25;1e-06
s64;[I121];s62;2.6107400000000005e-06
s64;[I231];s65;2.6107400000000005e-06

s65;[S3, L33, S4, S5, L53, Sw3];s1;3.622148e-05
s65;[L41, L42];s35;5.221480000000001e-06
s65;[L51, L52];s49;5.221480000000001e-06
s65;[Sw1, Sw2];s25;2e-06
s65;[I121];s63;2.6107400000000005e-06

s66;[S3, L33, S4, S5, Sw3];s1;3.3610739999999996e-05
s66;[L41, L42, L51, L52];s51;1.0442960000000002e-05
s66;[L43, L53];s61;5.221480000000001e-06
s66;[Sw1, Sw2];s38;2e-06
s66;[I131, I231];s67;5.221480000000001e-06

s67;[S3, L33, S4, S5, Sw3];s1;3.3610739999999996e-05
s67;[L41, L51, Sw1];s38;6.221480000000001e-06
s67;[L42, L52];s52;5.221480000000001e-06
s67;[L43, L53];s62;5.221480000000001e-06
s67;[Sw2];s39;1e-06
s67;[I231];s68;2.6107400000000005e-06

s68;[S3, L33, S4, S5, Sw3];s1;3.3610739999999996e-05
s68;[L41, L42, L51, L52, Sw1, Sw2];s39;1.2442960000000003e-05
s68;[L43, L53];s63;5.221480000000001e-06

s69;[S3, L33, S4, S5, Sw3];s1;3.3610739999999996e-05
s69;[L41, L51];s53;5.221480000000001e-06
s69;[L42, L52];s55;5.221480000000001e-06
s69;[L43, L53];s64;5.221480000000001e-06
s69;[Sw1];s38;1e-06
s69;[Sw2];s39;1e-06
s69;[I121];s67;2.6107400000000005e-06
s69;[I231];s70;2.6107400000000005e-06

s70;[S3, L33, S4, S5, Sw3];s1;3.3610739999999996e-05
s70;[L41, L42, L51, L52];s54;1.0442960000000002e-05
s70;[L43, L53];s65;5.221480000000001e-06
s70;[Sw1, Sw2];s39;2e-06
s70;[I121];s68;2.6107400000000005e-06

s71;[S3, S4, S5];s1;3.0000000000000004e-05
s71;[L32, L33, L42, L43];s6;1.0442960000000002e-05
s71;[L51];s72;2.6107400000000005e-06
s71;[L52, L53];s76;5.221480000000001e-06
s71;[Sw1];s73;1e-06
s71;[Sw2, Sw3];s14;2e-06
s71;[I121, I131];s82;5.221480000000001e-06
s71;[I231];s84;2.6107400000000005e-06

s72;[S3, S4, S5];s1;3.0000000000000004e-05
s72;[L32, L33, L42, L43, L52, L53];s37;1.5664440000000005e-05
s72;[Sw1, I121, I131];s73;6.221480000000001e-06
s72;[Sw2, Sw3];s10;2e-06
s72;[I231];s75;2.6107400000000005e-06

s73;[S3, S4, S5];s1;3.0000000000000004e-05
s73;[L32, L33, L42, L43, L52, L53];s38;1.5664440000000005e-05
s73;[Sw2, Sw3];s10;2e-06
s73;[I231];s74;2.6107400000000005e-06

s74;[S3, S4, S5];s1;3.0000000000000004e-05
s74;[L32, L33, L42, L43, L52, L53];s39;1.5664440000000005e-05
s74;[Sw2, Sw3];s10;2e-06

s75;[S3, S4, S5];s1;3.0000000000000004e-05
s75;[L32, L33, L42, L43, L52, L53];s40;1.5664440000000005e-05
s75;[Sw1, I121, I131];s74;6.221480000000001e-06
s75;[Sw2, Sw3];s10;2e-06

s76;[S3, S4, S5];s1;3.0000000000000004e-05
s76;[L32, L42];s41;5.221480000000001e-06
s76;[L33, L43];s45;5.221480000000001e-06
s76;[L51];s37;2.6107400000000005e-06
s76;[L53];s57;2.6107400000000005e-06
s76;[Sw1];s38;1e-06
s76;[Sw2];s14;1e-06
s76;[Sw3];s12;1e-06
s76;[I121];s77;2.6107400000000005e-06
s76;[I131];s79;2.6107400000000005e-06
s76;[I231];s81;2.6107400000000005e-06

s77;[S3, S4, S5, Sw3];s1;3.1e-05
s77;[L32, L42];s42;5.221480000000001e-06
s77;[L33, L43];s48;5.221480000000001e-06
s77;[L51, Sw1, I131];s38;6.221480000000001e-06
s77;[L53];s60;2.6107400000000005e-06
s77;[Sw2];s14;1e-06
s77;[I231];s78;2.6107400000000005e-06

s78;[S3, S4, S5, Sw3];s1;3.1e-05
s78;[L32, L42, Sw2];s14;6.221480000000001e-06
s78;[L33, L43];s49;5.221480000000001e-06
s78;[L51, Sw1, I131];s39;6.221480000000001e-06
s78;[L53];s59;2.6107400000000005e-06

s79;[S3, S4, S5];s1;3.0000000000000004e-05
s79;[L32, L42];s43;5.221480000000001e-06
s79;[L33, L43];s46;5.221480000000001e-06
s79;[L51, Sw1, I121];s38;6.221480000000001e-06
s79;[L53];s60;2.6107400000000005e-06
s79;[Sw2];s10;1e-06
s79;[Sw3];s12;1e-06
s79;[I231];s80;2.6107400000000005e-06

s80;[S3, S4, S5];s1;3.0000000000000004e-05
s80;[L32, L42];s44;5.221480000000001e-06
s80;[L33, L43];s47;5.221480000000001e-06
s80;[L51, Sw1, I121];s39;6.221480000000001e-06
s80;[L53];s59;2.6107400000000005e-06
s80;[Sw2];s10;1e-06
s80;[Sw3];s12;1e-06

s81;[S3, S4, S5];s1;3.0000000000000004e-05
s81;[L32, L42];s43;5.221480000000001e-06
s81;[L33, L43];s50;5.221480000000001e-06
s81;[L51];s40;2.6107400000000005e-06
s81;[L53];s58;2.6107400000000005e-06
s81;[Sw1];s39;1e-06
s81;[Sw2];s14;1e-06
s81;[Sw3];s12;1e-06
s81;[I121];s78;2.6107400000000005e-06
s81;[I131];s80;2.6107400000000005e-06

s82;[S3, S4, S5];s1;3.0000000000000004e-05
s82;[L32, L42];s51;5.221480000000001e-06
s82;[L33, L43];s53;5.221480000000001e-06
s82;[L51, Sw1, I131];s73;6.221480000000001e-06
s82;[L52];s77;2.6107400000000005e-06
s82;[L53];s79;2.6107400000000005e-06
s82;[Sw2];s14;1e-06
s82;[Sw3];s10;1e-06
s82;[I231];s83;2.6107400000000005e-06

s83;[S3, S4, S5];s1;3.0000000000000004e-05
s83;[L32, L42];s52;5.221480000000001e-06
s83;[L33, L43];s54;5.221480000000001e-06
s83;[L51, Sw1, I131];s74;6.221480000000001e-06
s83;[L52];s78;2.6107400000000005e-06
s83;[L53];s80;2.6107400000000005e-06
s83;[Sw2];s14;1e-06
s83;[Sw3];s10;1e-06

s84;[S3, S4, S5];s1;3.0000000000000004e-05
s84;[L32, L33, L42, L43];s55;1.0442960000000002e-05
s84;[L51];s75;2.6107400000000005e-06
s84;[L52, L53];s81;5.221480000000001e-06
s84;[Sw1];s74;1e-06
s84;[Sw2, Sw3];s14;2e-06
s84;[I121, I131];s83;5.221480000000001e-06

s85;[S3, S4, S5];s1;3.0000000000000004e-05
s85;[L32, L41];s6;5.221480000000001e-06
s85;[L33, L43];s56;5.221480000000001e-06
s85;[L51, L52];s76;5.221480000000001e-06
s85;[L53];s86;2.6107400000000005e-06
s85;[Sw1, Sw2];s38;2e-06
s85;[Sw3];s24;1e-06
s85;[I121];s90;2.6107400000000005e-06
s85;[I131, I231];s93;5.221480000000001e-06

s86;[S3, S4, S5];s1;3.0000000000000004e-05
s86;[L32, L33, L41, L43, L51, L52];s45;1.5664440000000005e-05
s86;[Sw1, Sw2, Sw3];s24;3e-06
s86;[I121, I131, I231];s87;7.83222e-06

s87;[S3, S4, S5];s1;3.0000000000000004e-05
s87;[L32, L41];s46;5.221480000000001e-06
s87;[L33, L43];s50;5.221480000000001e-06
s87;[L51, L52];s48;5.221480000000001e-06
s87;[Sw1, Sw2];s24;2e-06
s87;[Sw3];s25;1e-06
s87;[I131, I231];s88;5.221480000000001e-06

s88;[S3, S4, S5];s1;3.0000000000000004e-05
s88;[L32, L33];s47;5.221480000000001e-06
s88;[L41, L51, Sw1];s24;6.221480000000001e-06
s88;[L43, L52];s49;5.221480000000001e-06
s88;[Sw2, Sw3];s25;2e-06
s88;[I231];s89;2.6107400000000005e-06

s89;[S3, S4, S5];s1;3.0000000000000004e-05
s89;[L32, L33, L41, L43, L51, L52, Sw1, Sw2, Sw3];s25;1.8664440000000007e-05

s90;[S3, S4, S5];s1;3.0000000000000004e-05
s90;[L32, L41];s51;5.221480000000001e-06
s90;[L33, L43];s64;5.221480000000001e-06
s90;[L51, L52];s77;5.221480000000001e-06
s90;[L53];s87;2.6107400000000005e-06
s90;[Sw1, Sw2];s38;2e-06
s90;[Sw3];s25;1e-06
s90;[I131, I231];s91;5.221480000000001e-06

s91;[S3, S4, S5];s1;3.0000000000000004e-05
s91;[L32];s52;2.6107400000000005e-06
s91;[L33];s62;2.6107400000000005e-06
s91;[L41, L51, Sw1];s38;6.221480000000001e-06
s91;[L43];s65;2.6107400000000005e-06
s91;[L52];s78;2.6107400000000005e-06
s91;[L53];s88;2.6107400000000005e-06
s91;[Sw2];s39;1e-06
s91;[Sw3];s25;1e-06
s91;[I231];s92;2.6107400000000005e-06

s92;[S3, S4, S5];s1;3.0000000000000004e-05
s92;[L32, L41, L51, L52, Sw1, Sw2];s39;1.2442960000000003e-05
s92;[L33, L43];s63;5.221480000000001e-06
s92;[L53];s89;2.6107400000000005e-06
s92;[Sw3];s25;1e-06

s93;[S3, S4, S5];s1;3.0000000000000004e-05
s93;[L32];s55;2.6107400000000005e-06
s93;[L33];s61;2.6107400000000005e-06
s93;[L41];s53;2.6107400000000005e-06
s93;[L43];s64;2.6107400000000005e-06
s93;[L51];s79;2.6107400000000005e-06
s93;[L52];s81;2.6107400000000005e-06
s93;[L53];s87;2.6107400000000005e-06
s93;[Sw1];s38;1e-06
s93;[Sw2];s39;1e-06
s93;[Sw3];s24;1e-06
s93;[I121];s91;2.6107400000000005e-06
s93;[I231];s94;2.6107400000000005e-06

s94;[S3, S4, S5];s1;3.0000000000000004e-05
s94;[L32, L41];s54;5.221480000000001e-06
s94;[L33, L43];s62;5.221480000000001e-06
s94;[L51, L52];s80;5.221480000000001e-06
s94;[L53];s88;2.6107400000000005e-06
s94;[Sw1, Sw2];s39;2e-06
s94;[Sw3];s24;1e-06
s94;[I121];s92;2.6107400000000005e-06

s95;[S3, S4, S5];s1;3.0000000000000004e-05
s95;[L32];s66;2.6107400000000005e-06
s95;[L33];s69;2.6107400000000005e-06
s95;[L41, L51];s82;5.221480000000001e-06
s95;[L42, L52];s90;5.221480000000001e-06
s95;[L43, L53];s93;5.221480000000001e-06
s95;[Sw1];s73;1e-06
s95;[Sw2];s38;1e-06
s95;[Sw3];s39;1e-06
s95;[I131];s96;2.6107400000000005e-06
s95;[I231];s98;2.6107400000000005e-06

s96;[S3, S4, S5];s1;3.0000000000000004e-05
s96;[L32, L33];s67;5.221480000000001e-06
s96;[L41, L51, Sw1];s73;6.221480000000001e-06
s96;[L42, L43, L52, L53];s91;1.0442960000000002e-05
s96;[Sw2, Sw3];s39;2e-06
s96;[I231];s97;2.6107400000000005e-06

s97;[S3, S4, S5];s1;3.0000000000000004e-05
s97;[L32, L33];s68;5.221480000000001e-06
s97;[L41, L51, Sw1];s74;6.221480000000001e-06
s97;[L42, L43, L52, L53];s92;1.0442960000000002e-05
s97;[Sw2, Sw3];s39;2e-06

s98;[S3, S4, S5];s1;3.0000000000000004e-05
s98;[L32];s67;2.6107400000000005e-06
s98;[L33];s70;2.6107400000000005e-06
s98;[L41, L51];s83;5.221480000000001e-06
s98;[L42, L52];s91;5.221480000000001e-06
s98;[L43, L53];s94;5.221480000000001e-06
s98;[Sw1];s74;1e-06
s98;[Sw2];s38;1e-06
s98;[Sw3];s39;1e-06
s98;[I131];s97;2.6107400000000005e-06

s99;[S3, S4, S5];s1;3.0000000000000004e-05
s99;[L32, L33];s69;5.221480000000001e-06
s99;[L41, L51];s84;5.221480000000001e-06
s99;[L42, L43, L52, L53];s93;1.0442960000000002e-05
s99;[Sw1];s74;1e-06
s99;[Sw2, Sw3];s38;2e-06
s99;[I121, I131];s98;5.221480000000001e-06

